exercise_id,name,target_muscle,body_part,equipment,secondary_muscles,instructions,image_endpoint,gif_url,local_gif_path,local_thumbnail_path
0656,Push-Up (On Stability Ball),pectorals,chest,stability ball,"triceps, shoulders, core","Place the stability ball on the ground and position yourself facing down with your hands on the ball, shoulder-width apart. | Extend your legs straight out behind you, balancing on your toes. | Engage your core and lower your chest towards the ball by bending your elbows, keeping your body in a straight line. | Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0656&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0656.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0656.jpg
0658,Push-Up (Wall) V. 2,pectorals,chest,body weight,"triceps, shoulders","Stand facing a wall, about arm's length away. | Place your hands on the wall at shoulder height, slightly wider than shoulder-width apart. | Step back with your feet, keeping them hip-width apart. | Engage your core and keep your body in a straight line from head to heels. | Bend your elbows and lower your chest towards the wall, keeping your body straight. | Pause for a moment, then push yourself back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0658&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0658.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0658.jpg
0659,Push-Up (Wall),pectorals,chest,body weight,"triceps, deltoids","Stand facing a wall, about arm's length away. | Place your hands on the wall at shoulder height, slightly wider than shoulder-width apart. | Step back a few feet, keeping your body straight and your feet hip-width apart. | Bend your elbows and lower your chest towards the wall, keeping your body in a straight line. | Push back up to the starting position, straightening your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0659&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0659.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0659.jpg
0660,Push-Up Close-Grip Off Dumbbell,triceps,upper arms,dumbbell,"chest, shoulders","Start in a push-up position with your hands placed close together, directly under your shoulders. | Hold a dumbbell in each hand, resting them on the ground. | Lower your body towards the ground by bending your elbows, keeping them close to your sides. | Push through your palms to extend your arms and return to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0660&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0660.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0660.jpg
0661,Push-Up Inside Leg Kick,glutes,upper legs,body weight,"quadriceps, hamstrings, calves, core","Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. | Lower your body towards the ground by bending your elbows, keeping your back straight and your core engaged. | As you push back up, lift one leg off the ground and kick it out to the side, keeping it straight. | Lower your leg back down and repeat the push-up, then switch to the other leg. | Continue alternating leg kicks with each push-up repetition.",https://exercisedb.p.rapidapi.com/image?exerciseId=0661&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0661.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0661.jpg
0662,Push-Up,pectorals,chest,body weight,"triceps, deltoids, core","Start in a high plank position with your hands slightly wider than shoulder-width apart and your feet together. | Engage your core and lower your body towards the ground by bending your elbows, keeping your body in a straight line. | Pause for a moment when your chest is just above the ground, then push yourself back up to the starting position by straightening your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0662&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0662.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0662.jpg
0663,Push-Up Medicine Ball,pectorals,chest,medicine ball,"triceps, shoulders, core","Start in a high plank position with your hands on the medicine ball, shoulder-width apart. | Engage your core and lower your body towards the ground by bending your elbows, keeping your back straight. | Push through your palms to extend your arms and return to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0663&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0663.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0663.jpg
0664,Push-Up To Side Plank,abs,waist,body weight,"shoulders, chest, triceps","Start in a push-up position with your hands shoulder-width apart and your body in a straight line. | Lower your body towards the ground by bending your elbows, keeping your core engaged. | Push back up to the starting position. | Shift your weight onto your left hand and rotate your body to the right, lifting your right arm towards the ceiling. | Hold the side plank position for a few seconds, then return to the starting position. | Repeat the push-up and side plank on the opposite side. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0664&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0664.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0664.jpg
0666,Raise Single Arm Push-Up,pectorals,chest,body weight,"triceps, shoulders, core","Start in a push-up position with your hands slightly wider than shoulder-width apart and your feet together. | Extend one arm straight out to the side, parallel to the ground. | Lower your body towards the ground by bending your elbows, keeping your back straight and core engaged. | Push back up to the starting position, using your chest muscles to lift your body. | Repeat with the other arm extended.",https://exercisedb.p.rapidapi.com/image?exerciseId=0666&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0666.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0666.jpg
0668,Rear Decline Bridge,glutes,upper legs,body weight,"hamstrings, lower back","Lie on your back with your feet flat on the ground and your knees bent. | Place your arms by your sides with your palms facing down. | Engage your glutes and hamstrings, and lift your hips off the ground until your body forms a straight line from your knees to your shoulders. | Hold this position for a few seconds, then slowly lower your hips back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0668&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0668.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0668.jpg
0669,Rear Deltoid Stretch,delts,shoulders,body weight,"trapezius, rhomboids","Stand tall with your feet shoulder-width apart. | Extend your right arm across your chest, placing your left hand on your right elbow. | Gently pull your right arm towards your left shoulder, feeling a stretch in your right shoulder. | Hold the stretch for 15-30 seconds, then release. | Repeat on the other side.",https://exercisedb.p.rapidapi.com/image?exerciseId=0669&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0669.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0669.jpg
0670,Rear Pull-Up,lats,back,body weight,"biceps, forearms","Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. | Hang from the bar with your arms fully extended and your body straight. | Engage your back muscles and pull your body up towards the bar, keeping your elbows close to your body. | Continue pulling until your chin is above the bar. | Pause for a moment at the top, then slowly lower your body back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0670&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0670.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0670.jpg
0672,Reverse Dip,triceps,upper arms,body weight,"chest, shoulders","Position yourself between two parallel bars with your arms fully extended and your body straight. | Lower your body by bending your elbows until your upper arms are parallel to the ground. | Pause for a moment, then push yourself back up to the starting position by straightening your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0672&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0672.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0672.jpg
0673,Reverse Grip Machine Lat Pulldown,lats,back,leverage machine,"biceps, forearms","Adjust the seat height and position yourself on the machine with your knees under the pads and your feet flat on the ground. | Grasp the handles with an underhand grip, slightly wider than shoulder-width apart. | Sit upright with your chest out and shoulders back, maintaining a slight arch in your lower back. | Pull the handles down towards your chest, squeezing your shoulder blades together. | Pause for a moment at the bottom of the movement, then slowly release the handles back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0673&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0673.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0673.jpg
0674,Reverse Grip Pull-Up,lats,back,body weight,"biceps, forearms","Grab the pull-up bar with an underhand grip, hands shoulder-width apart. | Hang from the bar with your arms fully extended and your body straight. | Engage your back muscles and pull your body up towards the bar, leading with your chest. | Continue pulling until your chin is above the bar. | Pause for a moment at the top, then slowly lower your body back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0674&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0674.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0674.jpg
0675,Reverse Hyper Extension (On Stability Ball),glutes,upper legs,stability ball,"hamstrings, lower back","Lie face down on a stability ball with your hips resting on the ball and your legs extended straight behind you. | Place your hands on the ground in front of you for stability. | Engaging your glutes and hamstrings, lift your legs up towards the ceiling as high as you can. | Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0675&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0675.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0675.jpg
0677,Ring Dips,triceps,upper arms,body weight,"chest, shoulders",Start by hanging from the rings with your arms fully extended and your body straight. | Lower your body by bending your elbows until your shoulders are below your elbows. | Push yourself back up to the starting position by straightening your arms. | Repeat for the desired number of repetitions.,https://exercisedb.p.rapidapi.com/image?exerciseId=0677&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0677.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0677.jpg
0678,Rocky Pull-Up Pulldown,lats,back,body weight,"biceps, forearms","Stand in front of a pull-up bar with your feet shoulder-width apart. | Reach up and grab the bar with an overhand grip, slightly wider than shoulder-width apart. | Hang from the bar with your arms fully extended and your body straight. | Engage your back muscles and pull your body up towards the bar, leading with your chest. | Pause for a moment at the top, then slowly lower your body back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0678&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0678.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0678.jpg
0680,Rope Climb,upper back,back,rope,"forearms, biceps, shoulders","Stand facing the rope with your feet shoulder-width apart. | Grab the rope with both hands, palms facing towards you. | Bend your knees slightly and engage your core. | Begin pulling yourself up the rope by alternating hand-over-hand movements. | Use your legs to assist in the upward movement. | Continue climbing until you reach the desired height or the top of the rope. | To descend, reverse the hand-over-hand movement while controlling your descent. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0680&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0680.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0680.jpg
0684,Run (Equipment),cardiovascular system,cardio,body weight,"quadriceps, hamstrings, calves","Start by standing upright with your feet hip-width apart. | Engage your core and keep your upper body relaxed. | Begin jogging in place, lifting your knees up towards your chest and landing softly on the balls of your feet. | Maintain a steady pace and continue jogging for the desired duration or distance. | Remember to breathe deeply and maintain good posture throughout the exercise.",https://exercisedb.p.rapidapi.com/image?exerciseId=0684&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0684.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0684.jpg
0685,Run,cardiovascular system,cardio,body weight,"quadriceps, hamstrings, calves","Start by standing upright with your feet hip-width apart. | Engage your core and keep your upper body relaxed. | Begin jogging in place, lifting your knees up towards your chest and landing softly on the balls of your feet. | Maintain a steady pace and continue jogging for the desired duration or distance. | Remember to breathe deeply and maintain good posture throughout the exercise.",https://exercisedb.p.rapidapi.com/image?exerciseId=0685&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0685.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0685.jpg
0687,Russian Twist,abs,waist,body weight,obliques,"Sit on the ground with your knees bent and feet flat on the floor. | Lean back slightly while keeping your back straight and your core engaged. | Hold your hands together in front of your chest or hold a weight if desired. | Lift your feet off the ground, balancing on your sit bones. | Twist your torso to the right, bringing your hands or weight towards the right side of your body. | Pause for a moment, then twist your torso to the left, bringing your hands or weight towards the left side of your body. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0687&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0687.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0687.jpg
0688,Scapular Pull-Up,traps,back,body weight,"biceps, rhomboids, rear deltoids","Start by hanging from a pull-up bar with your palms facing away from you and your arms fully extended. | Retract your shoulder blades by pulling them down and back. | Engage your back muscles and pull your body up towards the bar, focusing on squeezing your shoulder blades together. | Pause for a moment at the top of the movement, then slowly lower your body back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0688&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0688.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0688.jpg
0689,Seated Leg Raise,abs,waist,body weight,hip flexors,"Sit on a flat bench with your back straight and your feet flat on the ground. | Place your hands on the sides of the bench for support. | Keeping your legs straight, slowly raise them up in front of you until they are parallel to the ground. | Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0689&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0689.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0689.jpg
0690,Seated Lower Back Stretch,lats,back,body weight,"glutes, hamstrings","Sit on the edge of a chair with your feet flat on the ground. | Place your hands on your thighs or on the sides of the chair for support. | Slowly lean forward from your hips, keeping your back straight. | Feel the stretch in your lower back and hold for 20-30 seconds. | Slowly return to the starting position and repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0690&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0690.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0690.jpg
0691,Seated Side Crunch (Wall),abs,waist,body weight,obliques,"Sit on the floor with your back against a wall and your legs extended in front of you. | Bend your knees and place your feet flat on the floor, hip-width apart. | Place your hands behind your head with your elbows pointing outwards. | Engage your abs and lean to one side, bringing your elbow towards your hip. | Pause for a moment, then return to the starting position. | Repeat on the other side. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0691&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0691.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0691.jpg
0696,Self Assisted Inverse Leg Curl (On Floor),hamstrings,upper legs,body weight,"glutes, calves","Lie flat on your back with your legs extended and your arms by your sides. | Bend your knees and place your feet flat on the ground, hip-width apart. | Lift your hips off the ground, engaging your glutes and hamstrings. | Slowly curl your legs towards your glutes, keeping your hips lifted. | Pause for a moment at the top, then slowly extend your legs back to the starting position. | Lower your hips back down to the ground. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0696&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0696.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0696.jpg
0697,Self Assisted Inverse Leg Curl,hamstrings,upper legs,body weight,"glutes, calves","Lie flat on your back on a mat or bench with your legs extended. | Place your hands by your sides or under your glutes for support. | Bend your knees and lift your feet off the ground, bringing your thighs towards your chest. | Pause for a moment at the top, then slowly lower your legs back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0697&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0697.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0697.jpg
0699,Shoulder Tap Push-Up,pectorals,chest,body weight,"triceps, core","Start in a high plank position with your hands slightly wider than shoulder-width apart and your body in a straight line from head to heels. | Lower your body towards the ground by bending your elbows, keeping them close to your sides. | As you push back up, lift your right hand off the ground and tap your left shoulder. | Return your right hand to the ground and repeat the push-up, this time lifting your left hand and tapping your right shoulder. | Continue alternating shoulder taps with each push-up repetition. | Maintain a stable core and avoid excessive hip rotation throughout the exercise. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0699&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0699.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0699.jpg
0705,Side Bridge V. 2,abs,waist,body weight,"obliques, glutes","Lie on your side with your legs extended and stacked on top of each other. | Place your forearm on the ground directly below your shoulder, with your elbow bent at a 90-degree angle. | Engage your core and lift your hips off the ground, creating a straight line from your head to your feet. | Hold this position for the desired amount of time. | Lower your hips back down to the starting position. | Repeat on the other side.",https://exercisedb.p.rapidapi.com/image?exerciseId=0705&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0705.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0705.jpg
0709,Side Hip (On Parallel Bars),abs,waist,body weight,"obliques, hip flexors","Stand between two parallel bars with your feet shoulder-width apart. | Place your hands on the bars and lift your body off the ground, supporting your weight on your arms. | Engage your abs and slowly lift your legs to the side, keeping them straight. | Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0709&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0709.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0709.jpg
0710,Side Hip Abduction,abductors,upper legs,body weight,"glutes, quadriceps","Stand with your feet shoulder-width apart and your hands on your hips. | Shift your weight to one leg and lift the opposite leg out to the side, keeping it straight. | Pause for a moment at the top, then slowly lower your leg back down to the starting position. | Repeat on the other side. | Continue alternating sides for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0710&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0710.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0710.jpg
0716,Side Push Neck Stretch,levator scapulae,neck,body weight,"trapezius, sternocleidomastoid","Stand or sit up straight with your shoulders relaxed. | Tilt your head to the right, bringing your right ear towards your right shoulder. | Place your right hand on the left side of your head and gently apply pressure to increase the stretch. | Hold the stretch for 15-30 seconds. | Repeat on the other side, tilting your head to the left and applying pressure with your left hand. | Repeat the stretch 2-3 times on each side.",https://exercisedb.p.rapidapi.com/image?exerciseId=0716&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0716.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0716.jpg
0717,Side Push-Up,triceps,upper arms,body weight,"shoulders, chest, core","Start by lying on your side with your legs extended and stacked on top of each other. | Place your bottom hand on the ground directly under your shoulder, fingers pointing forward. | Press through your bottom hand to lift your body off the ground, keeping your legs straight and your core engaged. | Extend your top arm straight up towards the ceiling, creating a straight line from your head to your heels. | Lower your body back down to the starting position with control. | Repeat for the desired number of repetitions, then switch sides.",https://exercisedb.p.rapidapi.com/image?exerciseId=0717&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0717.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0717.jpg
0720,Side-To-Side Chin,lats,back,body weight,"biceps, forearms","Stand with your feet shoulder-width apart and your knees slightly bent. | Grasp a pull-up bar with an overhand grip, hands slightly wider than shoulder-width apart. | Hang from the bar with your arms fully extended and your body relaxed. | Pull yourself up by bending your elbows and bringing your chin towards the bar, while keeping your body straight. | Once your chin is above the bar, lower yourself back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0720&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0720.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0720.jpg
0721,Side Wrist Pull Stretch,forearms,lower arms,body weight,"wrists, hands","Stand with your feet shoulder-width apart and your arms extended in front of you. | Extend your right arm out to the side, parallel to the ground, with your palm facing down. | With your left hand, grab your right hand and gently pull it towards your body, feeling a stretch in your right forearm. | Hold the stretch for 15-30 seconds, then release. | Repeat on the other side.",https://exercisedb.p.rapidapi.com/image?exerciseId=0721&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0721.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0721.jpg
0725,Single Arm Push-Up,pectorals,chest,body weight,"triceps, shoulders, core","Start in a push-up position with your hands shoulder-width apart and one hand placed slightly wider than the other. | Engage your core and lower your body towards the ground by bending your elbows, keeping your back straight. | As you lower yourself, shift your weight to one side and lift the opposite arm off the ground, extending it straight out to the side. | Push through your chest and triceps to raise your body back up to the starting position, while simultaneously lowering your extended arm back to the ground. | Repeat the movement, alternating the arm you extend with each repetition.",https://exercisedb.p.rapidapi.com/image?exerciseId=0725&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0725.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0725.jpg
0727,Single Leg Calf Raise (On A Dumbbell),calves,lower legs,dumbbell,"ankles, feet","Stand with your feet hip-width apart and hold a dumbbell in one hand. | Lift one foot off the ground and balance on the other foot. | Slowly raise your heel as high as possible, using your calf muscles. | Pause for a moment at the top, then slowly lower your heel back down. | Repeat for the desired number of repetitions, then switch to the other leg.",https://exercisedb.p.rapidapi.com/image?exerciseId=0727&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0727.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0727.jpg
0730,Single Leg Platform Slide,hamstrings,upper legs,body weight,"glutes, quadriceps","Start by standing with one foot on a platform or slide board. | Bend your knee slightly and slide the foot on the platform backward, extending your leg. | Keep your core engaged and maintain a straight posture throughout the movement. | Slowly return to the starting position by sliding your foot back to the initial position. | Repeat the movement for the desired number of repetitions, then switch legs.",https://exercisedb.p.rapidapi.com/image?exerciseId=0730&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0730.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0730.jpg
0735,Sit-Up V. 2,abs,waist,body weight,hip flexors,"Lie flat on your back with your knees bent and feet flat on the ground. | Place your hands behind your head with your elbows pointing outwards. | Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. | Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0735&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0735.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0735.jpg
0738,Sled 45° Calf Press,calves,lower legs,sled machine,hamstrings,"Adjust the sled machine to a 45-degree angle. | Place your feet on the sled platform with your toes pointing forward. | Push the sled platform away from you by extending your ankles and calves. | Pause for a moment at the top, then slowly lower the sled platform back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0738&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0738.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0738.jpg
0739,Sled 45° Leg Press,glutes,upper legs,sled machine,"quadriceps, hamstrings, calves","Adjust the seat and footplate of the sled machine to a comfortable position. | Sit on the sled machine with your back against the backrest and your feet shoulder-width apart on the footplate. | Grip the handles on the sides of the seat for stability. | Push the footplate away from your body by extending your legs, keeping your heels on the footplate. | Continue pushing until your legs are almost fully extended, but without locking your knees. | Pause for a moment at the top of the movement, then slowly lower the footplate back towards your body by bending your knees. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0739&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0739.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0739.jpg
0740,Sled 45° Leg Wide Press,glutes,upper legs,sled machine,"quadriceps, hamstrings, calves","Adjust the sled machine to a 45-degree angle. | Sit on the sled machine with your back against the pad and your feet on the foot platform. | Position your feet wider than shoulder-width apart. | Push against the foot platform to extend your legs and straighten your knees. | Pause for a moment at the end of the movement, then slowly bend your knees to return to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0740&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0740.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0740.jpg
0741,Sled Closer Hack Squat,glutes,upper legs,sled machine,"quadriceps, hamstrings, calves","Adjust the sled machine to a comfortable weight and position yourself with your back against the pad. | Place your feet shoulder-width apart on the platform, toes slightly pointed outwards. | Grip the handles on the sides of the machine for stability. | Engage your core and slowly lower your body by bending your knees and hips, keeping your back straight. | Continue lowering until your thighs are parallel to the ground or slightly below. | Pause for a moment at the bottom, then push through your heels to extend your legs and return to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0741&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0741.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0741.jpg
0742,Sled Forward Angled Calf Raise,calves,lower legs,sled machine,"hamstrings, glutes","Adjust the sled machine to a comfortable weight and position yourself on the machine with your toes on the platform and your heels hanging off. | Place your hands on the handles or the sides of the machine for support. | Engage your calves and slowly raise your heels as high as possible, pushing against the resistance of the sled. | Pause for a moment at the top of the movement, then slowly lower your heels back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0742&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0742.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0742.jpg
0743,Sled Hack Squat,glutes,upper legs,sled machine,"quadriceps, hamstrings, calves","Adjust the sled machine to a comfortable position for your height. | Stand with your feet shoulder-width apart on the platform, toes slightly pointed outwards. | Hold onto the handles or bars for stability. | Lower your body by bending your knees and hips, keeping your back straight and chest up. | Continue lowering until your thighs are parallel to the ground or slightly below. | Pause for a moment, then push through your heels to raise your body back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0743&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0743.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0743.jpg
0744,Sled Lying Squat,glutes,upper legs,sled machine,"quadriceps, hamstrings, calves",Adjust the sled machine to a comfortable weight. | Lie on your back on the sled machine with your feet on the footplate. | Position your feet shoulder-width apart and slightly angled outwards. | Grip the handles of the sled machine for stability. | Engage your glutes and core muscles. | Push through your heels and extend your legs to lift the sled. | Lower the sled back down by bending your knees and hips. | Repeat for the desired number of repetitions.,https://exercisedb.p.rapidapi.com/image?exerciseId=0744&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0744.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0744.jpg
0746,Smith Back Shrug,traps,back,smith machine,shoulders,"Stand with your feet shoulder-width apart and your knees slightly bent. | Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Keep your arms straight and allow the barbell to hang in front of your thighs. | Lift your shoulders straight up towards your ears, squeezing your traps at the top. | Hold for a moment, then lower your shoulders back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0746&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0746.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0746.jpg
0747,Smith Behind Neck Press,delts,shoulders,smith machine,"triceps, upper back","Adjust the seat height of the smith machine so that the bar is at shoulder level. | Stand with your feet shoulder-width apart and your knees slightly bent. | Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. | Lift the bar off the rack and step back, maintaining a stable stance. | Lower the bar down to the back of your neck, keeping your elbows pointing forward. | Press the bar up overhead until your arms are fully extended. | Pause for a moment at the top, then slowly lower the bar back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0747&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0747.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0747.jpg
